CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/2/2003,691146,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR. SEMBACH AFB GEB. 214 67681,SEMBACH-HEUBERG,,,GERMANY
7/2/2003,691147,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,EDUCATION CNTR. 52 MSSQ/MSE GEB.192  54529 FLUGPLATZ,SPANGDAHLEM,,,GERMANY
7/2/2003,691148,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,PANZER EDUCATION CNTR. GEB.2948,71030 BOEBLINGEN,,,GERMANY
7/2/2003,691149,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR.  ROSE KASERNE GEB.223,92249  VILSECK,,,GERMANY
7/2/2003,691150,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,WIESBADEN ARMY EDUCATION CNTR. AM FLUGPLATZ ERBENHEIM GEB. 1023 E,65205 WIESBADEN,,,GERMANY
7/2/2003,691151,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR. GIEBELSTADT FLUGPLATZ GEB. 609,97232GIEBELSTADTFLUGPLATZ,,,GERMANY
7/2/2003,691152,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,ARMY EDUC. CNTR. LEIGHTON KASERNE GEB. 15 ROTTENDORFERSTRASSE,97074 WUERZBURG,,,GERMANY
7/2/2003,691153,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,PSC 814,SOUDA BAY,,,GREECE
7/2/2003,691154,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,NATIONAL SUPPORT ELEMENT TASZAR EDUCATION CENTER,TASZAR,,,HUNGARY
7/2/2003,691155,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,NAVY CAMPUS FOR ACHIEVEMENT 235 KEFLAVIK AIRPORT,KEFLAVIK,,,ICELAND
7/2/2003,691156,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,AVIANO BASE USAF STANZA 33081,AVIANO (PN),,,ITALY
7/2/2003,691157,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION CNTR. 31 MUNSS UNIT 6345,GHEDI,,,ITALY
7/2/2003,691158,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND, VIA PRINICIPE AMEDEO 7  07024,LA MADDALENA,,,ITALY
7/2/2003,691159,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR CAMP DARBY,56018 TIERRENLA(PISA),,,ITALY
7/2/2003,691160,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,VIA DELLA LIBERAZIONE,80124 BAGNOLI (NA),,,ITALY
7/2/2003,691161,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,VIA DELLA LUNGANA 233,00125 ROME,,,ITALY
7/2/2003,691162,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,U.S. NAVAL AIR STATION SIGONELLA,95100 CATANIA,,,ITALY
7/2/2003,691163,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION CNTR. CASERMA EDERLE VIALE DELLA PLACE,36100 VICENZA,,,ITALY
7/2/2003,691164,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,ARTAS-K EDUCATION CNTR.,UNIT 69900,,,ITALY
7/2/2003,691165,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,ARMY EDUCATION CNTR OPERATION JOINT SENTRY,MACEDONIA,,,MACEDONIA
7/2/2003,691166,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,UNIT 6655 426 ABS/DPE,STAVANGER,,,NORWAY
7/2/2003,691167,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,FORT KOBBEE EDUCATION CNTR. UNIT 1808,PANAMA,,,PANAMA
7/2/2003,691168,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,9760 PRAIA DA VITORIA BA #4 EDIFICIO T 416 65 MSS/DPE,TERCEIRA AZORES,,,PORTUGAL
7/2/2003,691169,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,AMERICAN EMBASSY MOSCOW 19/21 DEVYATINSKY PEREULOK,MOSCOW,,,RUSSIA
7/2/2003,691170,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION CNTR. BASE NAVAL DE ROTA APARTADO 33,ROTA CADIZ,,,SPAIN
7/2/2003,691171,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION CNTR. 39 MSS/DPE INCIRLIK AIR BASE,ADANA,,,TURKEY
7/2/2003,691172,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,AMERICAN HASTANE 0375SK,IZMIR,,,TURKEY
7/2/2003,691173,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,423 ABS/DPE RAF ALCONBURY,HUNTINGDON CAMBS.,,,ENGLAND
7/2/2003,691174,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION SERVICES 422 ABS/DPE RAF CROUGHTON UNIT 5855,NORTHANTS.,,,ENGLAND
7/2/2003,691175,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUC. CNTR MENWITH HILL STATION NEAR HARROGATE,NORTH YORKS,,,ENGLAND
7/2/2003,691176,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,RAF LAKENHEATH IP 27 9PN,BRANDON SUFFOLK,,,ENGLAND
7/2/2003,691177,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,7 NORTH AUDLEY STREET,LONDON WIY 2 AL,,,ENGLAND
7/2/2003,691178,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,RAF MILDENHALL,MILDENHALL SUFFOLK,,,ENGLAND
7/2/2003,691179,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,CHURCHILL BLOCK BLDG. 485 MOD (AIR) RAF ST. MAWGAN,NEWQUAYCORNWALL,,,ENGLAND
7/2/2003,691180,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,ARMY EDUCATION CENTER CAMP DOBOL - OJF,DOBOL,,,BOSNIA-HERCEGOVINA
7/2/2003,691181,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,EDUCATION CENTER CAMP MCGOVERN - OJF,CAMP MCGOVERN,,,BOSNIA-HERCEGOVINA
7/2/2003,691182,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,EDUCATION CENTER CAMP SARAJEVO - OJF,SARAJEVO,,,BOSNIA-HERCEGOVINA
7/2/2003,691183,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,EDUCATION CENTER TUZLA MAIN CAMP EAGLE BASE - OJF,TUZLA,,,BOSNIA-HERCEGOVINA
7/2/2003,691184,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,EDUCATION CENTER TUZLA WEST CAMP COMANCHE - OJF,TUZLA WEST,,,BOSNIA-HERCEGOVINA
7/2/2003,691185,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,AMERICAN EMBASSY UNIT 64901,CAIRO,,,EGYPT
7/2/2003,691186,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,ARMY EDUCATION CENTER UNIT 31520,SINAI-NORTH,,,EGYPT
7/2/2003,691187,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,ARMY EDUCATION CENTER UNIT 31530,SINAI-SOUTH,,,EGYPT
7/2/2003,691188,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,H.D. SMITH BARRACKS BLDG. 8108 CMR 405,IDAR OBERSTEIN,,,GERMANY
7/2/2003,691189,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,STORCK KASERNE GEB 6503,91471 ILLESHEIM,,,GERMANY
7/2/2003,691190,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  - UNIVERSITY OF MARYLAND,EDUCATION CENTER,ARAXOS,,,GREECE
7/2/2003,691191,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,SOTO CANO AIR BASE PSC 42,SOTO CANO,,,HONDURAS
7/2/2003,691192,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,UNIT 7228,TEL AVIV,,,ISRAEL
7/2/2003,691193,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,GAETA EDUCATION CENTER,GAETA,,,ITALY
7/2/2003,691194,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION CENTER 332 ESPTS,AL-JABER,,,KUWAIT
7/2/2003,691195,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,EDUCATION CENTER TCO 9 ESS/SVS,ALI AL SALEM,,,KUWAIT
7/2/2003,691196,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,ARCENT-K EDUCATION CENTER UNIT 69900,KUWAIT,,,KUWAIT
7/2/2003,691197,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,UNIT 70413,AL-KHARG,,,SAUDI ARABIA
7/2/2003,691198,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,UNIT 66200 320 AEG/MSE,RIYADH,,,SAUDI ARABIA
7/2/2003,691199,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE - UNIVERSITY OF MARYLAND,UNIT 66200,RIYADH,,,SAUDI ARABIA
7/2/2003,10691100,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE  -  UNIVERSITY OF MARYLAND,ARMY EDUCATION CENTER CAMP BONDSTEEL,CAMP BONDSTEEL,,,YUGOSLAVIA
7/2/2007,252560,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY -,VA MEDICAL CENTER 1500 NORTH WESTWOOD (BLDG # 6),POPLAR BLUFF,MO,63901-9999,
7/2/2007,252570,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - POPLAR BLUFF ARMORY,1607 CRAVENS ROAD,POPLAR BLUFF,MO,63901-8674,
7/2/2008,3503300,WINNER INSTITUTE OF ARTS & SCIENCES,WINNER INSTITUTE OF ARTS & SCIENCES,ONE WINNER PLACE,TRANSFER,PA,16154-1811,
7/2/2017,149910,ALTIERUS CAREER COLLEGE,EVEREST UNIVERSITY - POMPANO,225 NORTH FEDERAL HIGHWAY,POMPANO BEACH,FL,33062-2522,
7/2/2017,2617510,ALTIERUS CAREER COLLEGE,EVEREST COLLEGE - DALLAS,6080 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,75206-5209,
7/2/2017,3553300,SOUTHEASTERN COLLEGE (JACKSONVILLE),SOUTHEASTERN COLLEGE,6430 SOUTHPOINT PARKWAY,JACKSONVILLE,FL,32216-0000,
7/2/2018,4205801,SAE INSTITUTE OF TECHNOLOGY LOS ANGELES,SAE INSTITUTE OF TECHNOLOGY LOS ANGELES - SAN FRANCISCO CAMPUS,6603 SHELLMOUND STREET,EMERYVILLE,CA,94608-1021,
7/3/1990,1302206,CITY UNIVERSITY OF SEATTLE,CITY UNIVERSITY - SEATTLE CAMPUS/FEDERAL BUILDING,5TH AND JAMES,SEATTLE,WA,98104-0000,
7/3/1990,1302207,CITY UNIVERSITY OF SEATTLE,CITY UNIVERSITY - BLESSED SACREMENT SCHOOL,53RD AND 9TH STREET NE,SEATTLE,WA,98115-0000,
7/3/1990,1302209,CITY UNIVERSITY OF SEATTLE,CITY UNIVERSITY - FEDERAL BUILDING,915 2ND AVENUE,SEATTLE,WA,98115-1001,
7/3/1990,2248100,AUSTIN SCHOOL OF BEAUTY CULTURE,AUSTIN SCHOOL OF BEAUTY CULTURE,5836 W MADISON ST,CHICAGO,IL,60644,
7/3/1992,483900,PHILLIPS JUNIOR COLLEGE HARDBARGER CAMPUS,PHILLIPS JUNIOR COLLEGE HARDBARGER CAMPUS,1920 CPTAL BLVD,RALEIGH,NC,27604,
7/3/1992,814603,EVEREST UNIVERSITY - POMPANO BEACH,FLORIDA METROPOLITAN UNIVERSITY,1303 THOMSAVILLE  ROAD,TALLAHASSEE,FL,32303,
7/3/1992,1163600,PHILLIPS JUNIOR COLLEGE,PHILLIPS JUNIOR COLLEGE,603 COUNTRY CLUB DRIVE,FAYETTEVILLE,NC,28301,
7/3/1992,2065900,HALTOM CITY BEAUTY COLLEGE,HALTOM CITY BEAUTY COLLEGE,5201 NORTH BELKNAP,FT WORTH,TX,76117,
7/3/1992,2327400,SCANNERS INTERNATIONAL BEAUTY ACADEMY,SCANNERS INTERNATIONAL BEAUTY ACADEMY,1410 - K STREET NW,WASHINGTON,DC,20005,
7/3/1992,2539302,PHOENIX EDUCATIONAL SYSTEMS OF PENSACOLA,BRANCH CAMPUS,405 E PASS RD,GULFPORT,MS,39507,
7/3/1996,1300900,STENOTYPE INSTITUTE OF SOUTH DAKOTA,STENOTYPE INSTITUTE OF SOUTH DAKOTA,705 W AVENUE N,SIOUX FALLS,SD,57104,
7/3/1996,2180101,ROSS MEDICAL EDUCATION CENTER,ROSS MEDICAL EDUCATION CENTER,15670 EAST 8 MILE ROAD,DETROIT,MI,48205,
7/3/1997,2307003,ROSS MEDICAL EDUCATION CENTER,ROSS BUSINESS INSTITUTE,37065 GRATIOT AVENUE,CLINTON TOWNSHIP,MI,48036-2710,
7/3/1997,2528900,WESTERN RESERVE CARE SYSTEM,WESTERN RESERVE CARE SYSTEM,500 GYPSY LN,YOUNGSTOWN,OH,44501,
7/3/1997,2599804,EVEREST UNIVERSITY,FLORIDA METROPOLITAN UNIVERSITY - WINTER HAVEN HOSPITAL,200 AVNEUE F NORTHEAST,WINTER HAVEN,FL,33881-4134,
7/3/1998,2162900,MICHAEL TAYLOR INSTITUTE OF HAIR DESIGN,MICHAEL TAYLOR INSTITUTE OF HAIR DESIGN,6520 NORTH WADSWORTH SUITE 203 B,ARVADA,CO,80003-4453,
7/3/2001,2269800,INTERNATIONAL BEAUTY SCHOOL,INTERNATIONAL BEAUTY SCHOOL,13 FIRST AVENUE SOUTHWEST,GLEN BURNIE,MD,21061-3451,
7/3/2002,252501,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - COLUMBIA,3501 BERRYWOOD DRIVE,COLUMBIA,MO,65203-6584,
7/3/2002,3013200,HEADS BEAUTY COLLEGE,HEADS BEAUTY COLLEGE,105 EAST MAIN STREET,PROVIDENCE,KY,42450-1259,
7/3/2011,314511,YOUNGSTOWN STATE UNIVERSITY,YOUNGSTOWN STATE UNIVERSITY - JEFFERSON ELEMENTARY SCHOOL,204 WEST MULBERRY STREET,JEFFERSON,OH,44047-1184,
7/3/2012,489816,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY - ACADEMY OF COURT REPORTING,1055 WEST MAPLE STREET,CLAWSON,MI,48017-1495,
7/3/2014,263924,STEVENS INSTITUTE OF TECHNOLOGY,STEVENS INSTITUTE OF TECHNOLOGY - SALOMON BROTHERS,745 ROUTE 3,RUTHERFORD,NJ,07070-2572,
7/3/2014,1246112,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE- EUPH INST OF BEAUTYARTS&SCIENCES-ALIANTE,6578 NORTH DECATUR BOULEVARD SUITE 200,LAS VEGAS,NV,89131-1036,
7/3/2015,2086402,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY - SAN MATEO,159 2ND AVENUE,SAN MATEO,CA,94401-3801,
7/3/2018,3002400,GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR,GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR,1621 NORTH KENT STR.  SUITE 1617 LL SUITE 1617  LOWER LEVEL,ARLINGTON,VA,22209-2129,
7/4/2011,191702,BARCLAY COLLEGE,BARCLAY COLLEGE - WESTERN YEARLY MEETING,203 S. EAST ST.,PLAINFIELD,IN,46168-1223,
7/4/2014,2217120,PIMA MEDICAL INSTITUTE,PIMA MEDICAL INSTITUTE - NORTHWEST,2003 NORTHWEST 57TH STREET,SEATTLE,WA,98107-5520,
7/5/1994,3050500,AMERICAN COMPUTER INSTITUTE,AMERICAN COMPUTER INSTITUTE,2389 RENAISSANCE DR STE A,LAS VEGAS,NV,89119,
7/5/1996,2214300,PHILLIPS COLLEGE INLAND EMPIRE CAMPUS,PHILLIPS COLLEGE INLAND EMPIRE CAMPUS,4300 CENTRAL AVENUE,RIVERSIDE,CA,92506,
7/5/2002,252545,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY -,RAMADA INN 3501 WEST BROADWAY,SEDALIA,MO,65302-2124,
7/5/2003,224352,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - SAN JUAN CENTER & COHORTS,PRARNG HEADQUARTERS EDUCATION OFF. STOP 3 1/2,SAN JUAN,PR,00902-0000,
7/5/2003,224353,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY - FORT BUCHANAN,SOFB-DCA-E BUILDING 1022C,FT. BUCHANAN,PR,99034-3400,
7/5/2005,370802,EASTERN MENNONITE UNIVERSITY,EASTERN MENNONITE UNIVERSITY - SARASOTA CAMPUS,5415 BAHAI VISTA AVENUE,SARASOTA,FL,34322-3009,
7/5/2005,488205,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - BLUE MOUNTAIN COMMUNITY COLLEGE,2411 NORTHWEST CARDEN,PENDLETON,OR,97801-1166,
7/5/2005,488207,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - CHEMEKETA COMMUNITY COLLEGE,4000 LANCASTER DRIVE NORTHEAST,SALEM,OR,97305-1500,
7/5/2005,488209,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - COLUMBIA GORGE COMMUNITY COLLEGE,400 EAST SCENIC DRIVE,THE DALLES,OR,97058-2208,
7/5/2005,488214,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - LANE COMMUNITY COLLEGE,4000 EAST 30TH AVENUE,EUGENE,OR,97405-0640,
7/5/2005,488215,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - LINN BENTON COMMUNITY COLLEGE,6500 SOUTHWEST PACIFIC BOULEVARD,ALBANY,OR,97321-3774,
7/5/2005,488217,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - TREASURE VALLEY COMMUNITY COLLEGE,650 COLLEGE BOUELVARD,ONTARIO,OR,97914-3498,
7/5/2005,488222,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - MT. HOOD COMMUNITY COLLEGE,26000 SOUTHEAST STARK STREET,GRESHAM,OR,97030-3300,
7/5/2005,488228,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - SOUTHWESTERN OREGON COMMUNITY COL,1988 NEWMARK AVENUE,COOS BAY,OR,97420-2911,
7/5/2005,488229,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - SACRED HEART MEDICAL CENTER,1255 HILYARD,EUGENE,OR,97220-3700,
7/5/2005,488233,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - OREGON STATE UNIVERSITY,CASCADES CAMPUS 2600 NORTH WEST COLLEGE WAY,BEND,OR,97701-5998,
7/5/2006,22098842,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - HOLIDAY INN - PALMDALE (OTL),38630 FIFTH STREET,PALMDALE,CA,93551-4516,
7/5/2009,488206,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH & SCIENCE UNIVERSITY - CENTRAL OREGON COMMUNITY COLLEGE,2600 NORTHWEST COLLEGE WAY,BEND,OR,97701-5998,
7/5/2011,3024301,VALLEY BEAUTY SCHOOL,VALLEY BEAUTY SCHOOL - PARKERSBURG LOCATION,1047 AVERY STREET,PARKERSBURG,WV,26101-4628,
7/5/2011,10252553,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - WARRENTON,WARREN COUNTY R-III SCHOOLS 302 KUHL  AVENUE,WARRENTON,MO,63383-2198,
7/5/2015,2298500,EVEREST COLLEGE,EVEREST COLLEGE,3280 WEST 3500 SOUTH,SALT LAKE CITY,UT,84119-2668,
7/5/2016,62098899,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - IDAHO CAMPUS,1422 SOUTH TECH LANE,MERIDIAN,ID,83642-5114,
7/5/2018,2104002,HARRIS SCHOOL OF BUSINESS,HARRIS SCHOOL OF BUSINESS - HAMILTON,3620 QUAKERBRIDGE ROAD,TRENTON,NJ,08619-1208,
7/6/1990,2208800,FIRST BUSINESS SCHOOL (THE),FIRST BUSINESS SCHOOL (THE),14 E JACKSON STREET 9TH FLOOR,CHICAGO,IL,60604-0000,
7/6/1990,2243400,INST OF BUSINESS CAREERS,INST OF BUSINESS CAREERS,25 SCOTCH RD,TRENTON,NJ,8628,
7/6/1991,2593000,ATI ELECTRONICS INSTITUTE,ATI ELECTRONICS INSTITUTE,6300 HARRY HINES BLVD,DALLAS,TX,75235,
7/6/1994,966700,FLAMINGO BEAUTY COLLEGE,FLAMINGO BEAUTY COLLEGE,509 BROADWAY,LINCOLN,IL,62656,
7/6/1994,1209400,SOUTHWEST SCHOOL OF MEDICAL ASSISTANTS,SOUTHWEST SCHOOL OF MEDICAL ASSISTANTS,201 W SHERIDAN,SAN ANTONIO,TX,78204,
7/6/1994,2494500,CHENIER BUSINESS SCHOOL,CHENIER BUSINESS SCHOOL,4320 CALDER AVENUE,BEAUMONT,TX,77706,
7/6/1994,2494501,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS (CLOCK HOUR),4375 CALDER,BEAUMONT,TX,77706,
7/6/1994,2494502,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS (CLOCK HOURS),1542 FLORENCE BLVD,FLORENCE,AL,35630,
7/6/1994,2494503,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS,US HWY 59 & LEOPARD RD,TEXARKANA,TX,78014,
7/6/1994,2494504,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS,910 TYUS,GROESBECK,TX,77706,
7/6/1994,2494505,CHENIER BUSINESS SCHOOL,ADDITIONAL LOCATION,703 N MAIN ST,COTULLA,TX,78014,
7/6/1994,2494506,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS,671 N PLANO RD,RICHARDSON,TX,75080,
7/6/1994,2494507,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS,2113 SIMONDS RD HWY 175,SEAGOVILLE,TX,75159,
7/6/1994,2494508,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS,4200 S FRWY,FT WORTH,TX,76115,
7/6/1994,2494509,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS,100 ARPRT RD,SPUR,TX,79370,
7/6/1994,2494510,CHENIER BUSINESS SCHOOL,BRANCH CAMPUS,HWY 87 N,NEWTON,TX,75966,
7/6/1994,2559306,UNITED EDUCATION INSTITUTE,UNITED EDUCATION INSTITUTE,428 C STREET,SAN DIEGO,CA,92101,
7/6/2000,352747,TUSCULUM UNIVERSITY,TUSCULUM COLLEGE - PALMER CENTER,1609 FORT HENRY DRIVE,KINGSPORT,TN,37664-2699,
7/6/2005,382201,SHEPHERD UNIVERSITY,SHEPHERD COLLEGE - SOUTH BRANCH,115 VIRGINIA AVENUE,PETERSBURG,WV,25443-1713,
7/6/2005,3106800,HOUSTON ALLIED HEALTH CAREERS,HOUSTON ALLIED HEALTH CAREERS,7655 BELLFORT AVENUE,HOUSTON,TX,77061-1703,
7/6/2006,176756,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY -,LISLE JUNIOR HIGH SCHOOL 5207 CENTER,LISLE,IL,60532-0000,
7/6/2010,473101,DANIEL WEBSTER COLLEGE,DANIEL WEBSTER COLLEGE - PORTSMOUTH,119 INTERNATIONAL DRIVE PEASE INTERNATIONAL TRADEPORT,PORTSMOUTH,NH,03801-0000,
7/6/2015,250108,SOUTHEAST MISSOURI STATE UNIVERSITY,SOUTHEAST MISSOURI STATE UNIVERSITY -,108 SOUTH PROGRESS DRIVE,PERRYVILLE,MO,63775-1217,
7/6/2015,491005,BRIGHTWOOD CAREER INSTITUTE,KAPLAN CAREER INSTITUTE - KAPLAN COLLEGE JACKSONVILLE,7450 BEACH BOULEVARD,JACKSONVILLE,FL,32216-3216,
7/6/2015,3652305,METROPOLITAN LEARNING INSTITUTE,METROPOLITAN LEARNING INSTITUTE - JERSEY CITY,910 BERGEN AVENUE 3RD FLOOR,JERSEY CITY,NJ,07306-4314,
7/6/2016,20383748,CARDINAL STRITCH UNIVERSITY,CARDINAL STRITCH UNIVERSITY - AURORA WEST ALLIS MEDICAL CENTER,8901 WEST LINCOLN AVENUE,WEST ALLIS,WI,53227-2409,
7/6/2016,42098874,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - WEST LOOP LEARNING CENTER (LC),4888 LOOP CENTRAL DRIVE,HOUSTON,TX,77081-2211,
7/6/2018,273702,IONA COLLEGE,IONA COLLEGE - AT BLUE HILL,2 BLUE HILL PLAZA-CONCOURSE LEVEL,PEARL RIVER,NY,10965-8522,
7/7/1992,2138700,GROVE SCHOOL OF MUSIC,GROVE SCHOOL OF MUSIC,14539 SYLVAN STREET,VAN NUYS,CA,91411,
7/7/1993,446900,DRAUGHON BUSINESS COLLEGE,DRAUGHON BUSINESS COLLEGE,4821 SOUTH UNIVERSITY,LITTLE ROCK,AR,72209,
